"gt_order","gt_id","gt_label","gt_abbr","pred_order","pred_id","pred_label","pred_abbr","count","row_total","source_row_percent","within_row_proportion"
4,"4","Anisotremus virginicus","Ani.virg",8,"8","Caranx bartholomaei","Car.bart",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",9,"9","Caranx latus","Car.latu",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",10,"10","Caranx ruber","Car.rube",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",11,"11","Cephalopholis cruentata","Cep.crue",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",12,"12","Chaetodon capistratus","Cha.capi",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",13,"13","Chaetodon ocellatus","Cha.ocel",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",14,"14","Chaetodon sedentarius","Cha.sede",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",15,"15","Chaetodon striatus","Cha.stri",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",16,"16","Chromis scotti","Chr.scot",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",17,"17","Diodon spp","Dio.spp",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",18,"18","Epinephelus spp","Epi.spp",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",19,"19","Ginglymostoma cirratum","Gin.cirr",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",20,"20","Haemulon flavolineatum","Hae.flav",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",21,"21","Haemulon juvenil","Hae.juv",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",22,"22","Haemulon plumierii","Hae.plum",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",23,"23","Haemulon plumierii juvenil","Hae.plum juv",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",24,"24","Haemulon sciurus","Hae.sciu",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",25,"25","Halichoeres spp","Hal.spp",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",26,"26","Holacanthus spp","Hol.spp",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",27,"27","Kyphosus spp","Kyp.spp",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",28,"28","Lachnolaimus maximus","Lac.maxi",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",29,"29","Lutjanus analis","Lut.anal",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",30,"30","Lutjanus griseus","Lut.gris",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",31,"31","Lutjanus jocu","Lut.jocu",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",32,"32","Mycteroperca spp","Myc.spp",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",33,"33","Nicholsina usta","Nic.usta",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",34,"34","Ocyurus chrysurus","Ocy.chry",2,36,5.55555555555556,0.0555555555555556
4,"4","Anisotremus virginicus","Ani.virg",35,"35","Pomacanthus arcuatus","Pom.arcu",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",36,"36","Pomacanthus paru","Pom.paru",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",37,"37","Rhomboplites aurorubens","Rho.auro",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",38,"38","Scarus coelestinus","Sca.coel",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",39,"39","Scarus coeruleus","Sca.coer",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",40,"40","Scarus guacamaia","Sca.guac",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",41,"41","Scarus iseri","Sca.iser",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",42,"42","Scarus juvenil","Sca.juv",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",43,"43","Scarus taeniopterus","Sca.taen",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",44,"44","Scarus vetula","Sca.vetu",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",45,"45","Sparisoma aurofrenatum","Spa.auro",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",46,"46","Sparisoma chrysopterum","Spa.chry",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",47,"47","Sparisoma rubripinne FI","Spa.rubr FI",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",48,"48","Sparisoma viride","Spa.viri",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",49,"49","Sparisoma viride FI","Spa.viri FI",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",50,"50","Sphyraena barracuda","Sph.barr",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",51,"51","Urobatis jamaicensis","Uro.jama",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",52,"52","unidentifiable","Unident.",0,36,0,0
4,"4","Anisotremus virginicus","Ani.virg",53,"background","No matched prediction","No match",3,36,8.33333333333333,0.0833333333333333
5,"5","Azurina cyanea","Azu.cyan",1,"1","Abudefduf saxatilis","Abu.saxa",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",2,"2","Acanthurus chirurgus","Aca.chir",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",3,"3","Acanthurus coeruleus","Aca.coer",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",4,"4","Anisotremus virginicus","Ani.virg",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",5,"5","Azurina cyanea","Azu.cyan",15,21,71.4285714285714,0.714285714285714
5,"5","Azurina cyanea","Azu.cyan",6,"6","Bodianus rufus","Bod.rufu",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",7,"7","Calamus spp","Cal.spp",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",8,"8","Caranx bartholomaei","Car.bart",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",9,"9","Caranx latus","Car.latu",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",10,"10","Caranx ruber","Car.rube",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",11,"11","Cephalopholis cruentata","Cep.crue",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",12,"12","Chaetodon capistratus","Cha.capi",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",13,"13","Chaetodon ocellatus","Cha.ocel",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",14,"14","Chaetodon sedentarius","Cha.sede",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",15,"15","Chaetodon striatus","Cha.stri",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",16,"16","Chromis scotti","Chr.scot",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",17,"17","Diodon spp","Dio.spp",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",18,"18","Epinephelus spp","Epi.spp",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",19,"19","Ginglymostoma cirratum","Gin.cirr",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",20,"20","Haemulon flavolineatum","Hae.flav",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",21,"21","Haemulon juvenil","Hae.juv",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",22,"22","Haemulon plumierii","Hae.plum",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",23,"23","Haemulon plumierii juvenil","Hae.plum juv",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",24,"24","Haemulon sciurus","Hae.sciu",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",25,"25","Halichoeres spp","Hal.spp",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",26,"26","Holacanthus spp","Hol.spp",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",27,"27","Kyphosus spp","Kyp.spp",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",28,"28","Lachnolaimus maximus","Lac.maxi",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",29,"29","Lutjanus analis","Lut.anal",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",30,"30","Lutjanus griseus","Lut.gris",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",31,"31","Lutjanus jocu","Lut.jocu",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",32,"32","Mycteroperca spp","Myc.spp",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",33,"33","Nicholsina usta","Nic.usta",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",34,"34","Ocyurus chrysurus","Ocy.chry",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",35,"35","Pomacanthus arcuatus","Pom.arcu",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",36,"36","Pomacanthus paru","Pom.paru",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",37,"37","Rhomboplites aurorubens","Rho.auro",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",38,"38","Scarus coelestinus","Sca.coel",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",39,"39","Scarus coeruleus","Sca.coer",0,21,0,0
5,"5","Azurina cyanea","Azu.cyan",40,"40","Scarus guacamaia","Sca.guac",0,21,0,0
