"project_image_filename","operational_class","split","source_url","source_platform","provenance_status","notes","workbook_sheet","workbook_row","workbook_species","workbook_local_key","url_domain","url_format_valid","inaturalist_photo_id","inaturalist_observation_id","creator","license","exported_file_count","source_instance","match_method","normalized_match_key"
"Acanthurus-chirurgus_24.jpg","Acanthurus chirurgus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus24"
"Acanthurus-chirurgus_25.jpeg","Acanthurus chirurgus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus25"
"Acanthurus-chirurgus_26.jpg","Acanthurus chirurgus; Scarus iseri; unidentifiable","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. Multiple operational classes occur in retained annotations: Acanthurus chirurgus; Scarus iseri; unidentifiable.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus26"
"Acanthurus-chirurgus_28.jpeg","Acanthurus chirurgus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus28"
"Acanthurus-chirurgus_2.jpg","Acanthurus chirurgus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus2"
"Acanthurus-chirurgus_30.jpeg","Acanthurus chirurgus","train","https://mexico.inaturalist.org/photos/53461239","iNaturalist","URL_RECOVERED","Local key appears in 2 workbook rows; one unique valid URL was retained.","iNaturalist","1264","Acanthurus chirurgus","Acanthurus chirurgus_30","mexico.inaturalist.org","TRUE","53461239","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus30"
"Acanthurus-chirurgus_31.jpeg","Acanthurus chirurgus","train","https://mexico.inaturalist.org/photos/227998200","iNaturalist","URL_RECOVERED","","iNaturalist","1265","Acanthurus chirurgus","Acanthurus chirurgus_31","mexico.inaturalist.org","TRUE","227998200","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus31"
"Acanthurus-chirurgus_32.jpeg","Acanthurus chirurgus","train","https://mexico.inaturalist.org/photos/222210923","iNaturalist","URL_RECOVERED","","iNaturalist","1266","Acanthurus chirurgus","Acanthurus chirurgus_32","mexico.inaturalist.org","TRUE","222210923","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus32"
"Acanthurus-chirurgus_33.jpg","Acanthurus chirurgus","train","https://mexico.inaturalist.org/photos/342037176","iNaturalist","URL_RECOVERED","","iNaturalist","1267","Acanthurus chirurgus","Acanthurus chirurgus_33","mexico.inaturalist.org","TRUE","342037176","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus33"
"Acanthurus-chirurgus_34.jpg","Acanthurus chirurgus","train","https://mexico.inaturalist.org/photos/26518288","iNaturalist","URL_RECOVERED","","iNaturalist","1268","Acanthurus chirurgus","Acanthurus chirurgus_34","mexico.inaturalist.org","TRUE","26518288","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus34"
"Acanthurus-chirurgus_35.jpg","Acanthurus chirurgus","train","https://mexico.inaturalist.org/photos/32401772","iNaturalist","URL_RECOVERED","","iNaturalist","1269","Acanthurus chirurgus","Acanthurus chirurgus_35","mexico.inaturalist.org","TRUE","32401772","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus35"
"Acanthurus-chirurgus_39.jpeg","Acanthurus chirurgus","train","https://mexico.inaturalist.org/photos/30993975","iNaturalist","URL_RECOVERED","","iNaturalist","1273","Acanthurus chirurgus","Acanthurus chirurgus_39","mexico.inaturalist.org","TRUE","30993975","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus39"
"Acanthurus-chirurgus_40.jpeg","Acanthurus chirurgus; Nicholsina usta","train","https://mexico.inaturalist.org/photos/438817341","iNaturalist","URL_RECOVERED","Multiple operational classes occur in retained annotations: Acanthurus chirurgus; Nicholsina usta.","iNaturalist","1274","Acanthurus chirurgus","Acanthurus chirurgus_40","mexico.inaturalist.org","TRUE","438817341","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus40"
"Acanthurus-chirurgus_41.jpg","Acanthurus chirurgus","train","https://mexico.inaturalist.org/photos/341317241","iNaturalist","URL_RECOVERED","","iNaturalist","1275","Acanthurus chirurgus","Acanthurus chirurgus_41","mexico.inaturalist.org","TRUE","341317241","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus41"
"Acanthurus-chirurgus_43.jpg","Acanthurus chirurgus","train","https://mexico.inaturalist.org/photos/9955464","iNaturalist","URL_RECOVERED","","iNaturalist","1277","Acanthurus chirurgus","Acanthurus chirurgus_43","mexico.inaturalist.org","TRUE","9955464","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus43"
"Acanthurus-chirurgus_44.jpeg","Acanthurus chirurgus","train","https://mexico.inaturalist.org/photos/20155143","iNaturalist","URL_RECOVERED","","iNaturalist","1278","Acanthurus chirurgus","Acanthurus chirurgus_44","mexico.inaturalist.org","TRUE","20155143","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus44"
"Acanthurus-chirurgus_46.jpeg","Acanthurus chirurgus","train","https://mexico.inaturalist.org/photos/20155109","iNaturalist","URL_RECOVERED","","iNaturalist","1280","Acanthurus chirurgus","Acanthurus chirurgus_46","mexico.inaturalist.org","TRUE","20155109","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus46"
"Acanthurus-chirurgus_48.jpg","Acanthurus chirurgus","train","https://mexico.inaturalist.org/photos/60844861","iNaturalist","URL_RECOVERED","","iNaturalist","1282","Acanthurus chirurgus","Acanthurus chirurgus_48","mexico.inaturalist.org","TRUE","60844861","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus48"
"Acanthurus-chirurgus_49.jpeg","Acanthurus chirurgus","train","https://mexico.inaturalist.org/photos/288048067","iNaturalist","URL_RECOVERED","","iNaturalist","1283","Acanthurus chirurgus","Acanthurus chirurgus_49","mexico.inaturalist.org","TRUE","288048067","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus49"
"Acanthurus-chirurgus_4.jpg","Acanthurus chirurgus","train","https://mexico.inaturalist.org/photos/344255360","iNaturalist","URL_RECOVERED","Local key appears in 2 workbook rows; one unique valid URL was retained.","iNaturalist","1238","Acanthurus chirurgus","Acanthurus chirurgus_4","mexico.inaturalist.org","TRUE","344255360","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus4"
"Acanthurus-chirurgus_50.jpeg","Acanthurus chirurgus","train","https://mexico.inaturalist.org/photos/298890189","iNaturalist","URL_RECOVERED","","iNaturalist","1284","Acanthurus chirurgus","Acanthurus chirurgus_50","mexico.inaturalist.org","TRUE","298890189","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus50"
"Acanthurus-chirurgus_52.jpg","Acanthurus chirurgus","train","https://mexico.inaturalist.org/photos/210056197","iNaturalist","URL_RECOVERED","","iNaturalist","1286","Acanthurus chirurgus","Acanthurus chirurgus_52","mexico.inaturalist.org","TRUE","210056197","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus52"
"Acanthurus-chirurgus_54.jpg","Acanthurus chirurgus; Haemulon sciurus","train","https://mexico.inaturalist.org/photos/360628778","iNaturalist","URL_RECOVERED","Multiple operational classes occur in retained annotations: Acanthurus chirurgus; Haemulon sciurus.","iNaturalist","1288","Acanthurus chirurgus","Acanthurus chirurgus_54","mexico.inaturalist.org","TRUE","360628778","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus54"
"Acanthurus-chirurgus_8.jpg","Acanthurus chirurgus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruschirurgus8"
"Acanthurus-coeruleus_10.jpeg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus10"
"Acanthurus-coeruleus_11.jpg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus11"
"Acanthurus-coeruleus_13.jpg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus13"
"Acanthurus-coeruleus_14.jpg","Acanthurus coeruleus; unidentifiable","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. Multiple operational classes occur in retained annotations: Acanthurus coeruleus; unidentifiable.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus14"
"Acanthurus-coeruleus_15.jpeg","Abudefduf saxatilis; Acanthurus coeruleus; unidentifiable","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. Multiple operational classes occur in retained annotations: Abudefduf saxatilis; Acanthurus coeruleus; unidentifiable.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus15"
"Acanthurus-coeruleus_17.jpg","Abudefduf saxatilis; Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. Multiple operational classes occur in retained annotations: Abudefduf saxatilis; Acanthurus coeruleus.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus17"
"Acanthurus-coeruleus_18.jpeg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus18"
"Acanthurus-coeruleus_19.jpg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus19"
"Acanthurus-coeruleus_1.jpeg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus1"
"Acanthurus-coeruleus_20.jpg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus20"
"Acanthurus-coeruleus_21.jpg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus21"
"Acanthurus-coeruleus_22.jpg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus22"
"Acanthurus-coeruleus_23.jpg","Abudefduf saxatilis; Acanthurus coeruleus; unidentifiable","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. Multiple operational classes occur in retained annotations: Abudefduf saxatilis; Acanthurus coeruleus; unidentifiable.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus23"
"Acanthurus-coeruleus_24.jpeg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus24"
"Acanthurus-coeruleus_26.jpeg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus26"
"Acanthurus-coeruleus_27.jpg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus27"
"Acanthurus-coeruleus_28.jpg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus28"
"Acanthurus-coeruleus_2.jpg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus2"
"Acanthurus-coeruleus_30.jpeg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus30"
"Acanthurus-coeruleus_31.jpg","Acanthurus chirurgus; Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. Multiple operational classes occur in retained annotations: Acanthurus chirurgus; Acanthurus coeruleus.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus31"
"Acanthurus-coeruleus_32.jpeg","Abudefduf saxatilis; Acanthurus coeruleus; Scarus taeniopterus; unidentifiable","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. Multiple operational classes occur in retained annotations: Abudefduf saxatilis; Acanthurus coeruleus; Scarus taeniopterus; unidentifiable.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus32"
"Acanthurus-coeruleus_33.jpg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus33"
"Acanthurus-coeruleus_34.jpg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus34"
"Acanthurus-coeruleus_35.jpeg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus35"
"Acanthurus-coeruleus_36.jpeg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus36"
"Acanthurus-coeruleus_38.jpeg","Acanthurus coeruleus; unidentifiable","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. Multiple operational classes occur in retained annotations: Acanthurus coeruleus; unidentifiable.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus38"
"Acanthurus-coeruleus_3.jpg","Acanthurus coeruleus; unidentifiable","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. Multiple operational classes occur in retained annotations: Acanthurus coeruleus; unidentifiable.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus3"
"Acanthurus-coeruleus_40.jpeg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus40"
"Acanthurus-coeruleus_43.jpg","Acanthurus coeruleus","train","https://mexico.inaturalist.org/photos/351191335","iNaturalist","URL_RECOVERED","","iNaturalist","1382","Acanthurus coeruleus","Acanthurus coeruleus_43","mexico.inaturalist.org","TRUE","351191335","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus43"
"Acanthurus-coeruleus_44.jpg","Acanthurus coeruleus","train","https://mexico.inaturalist.org/photos/410731386","iNaturalist","URL_RECOVERED","","iNaturalist","1383","Acanthurus coeruleus","Acanthurus coeruleus_44","mexico.inaturalist.org","TRUE","410731386","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus44"
"Acanthurus-coeruleus_45.jpeg","Acanthurus coeruleus; Sparisoma aurofrenatum","train","https://mexico.inaturalist.org/photos/350093645","iNaturalist","URL_RECOVERED","Multiple operational classes occur in retained annotations: Acanthurus coeruleus; Sparisoma aurofrenatum.","iNaturalist","1384","Acanthurus coeruleus","Acanthurus coeruleus_45","mexico.inaturalist.org","TRUE","350093645","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus45"
"Acanthurus-coeruleus_47.jpeg","Acanthurus coeruleus","train","https://mexico.inaturalist.org/photos/253836882","iNaturalist","URL_RECOVERED","","iNaturalist","1386","Acanthurus coeruleus","Acanthurus coeruleus_47","mexico.inaturalist.org","TRUE","253836882","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus47"
"Acanthurus-coeruleus_49.jpeg","Acanthurus coeruleus; unidentifiable","train","https://mexico.inaturalist.org/photos/353650171","iNaturalist","URL_RECOVERED","Multiple operational classes occur in retained annotations: Acanthurus coeruleus; unidentifiable.","iNaturalist","1388","Acanthurus coeruleus","Acanthurus coeruleus_49","mexico.inaturalist.org","TRUE","353650171","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus49"
"Acanthurus-coeruleus_50.jpeg","Acanthurus coeruleus","train","https://mexico.inaturalist.org/photos/414933997","iNaturalist","URL_RECOVERED","","iNaturalist","1389","Acanthurus coeruleus","Acanthurus coeruleus_50","mexico.inaturalist.org","TRUE","414933997","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus50"
"Acanthurus-coeruleus_51.jpeg","Acanthurus coeruleus","train","https://mexico.inaturalist.org/photos/410604751","iNaturalist","URL_RECOVERED","","iNaturalist","1390","Acanthurus coeruleus","Acanthurus coeruleus_51","mexico.inaturalist.org","TRUE","410604751","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus51"
"Acanthurus-coeruleus_52.jpg","Acanthurus coeruleus","train","https://mexico.inaturalist.org/photos/205351821","iNaturalist","URL_RECOVERED","","iNaturalist","1391","Acanthurus coeruleus","Acanthurus coeruleus_52","mexico.inaturalist.org","TRUE","205351821","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus52"
"Acanthurus-coeruleus_5.png","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus5"
"Acanthurus-coeruleus_9.jpeg","Acanthurus coeruleus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthuruscoeruleus9"
"Acanthurus-tractus_10.jpeg","","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. No retained object annotation supplies an operational class for this image.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthurustractus10"
"Acanthurus-tractus_11.jpg","Acanthurus coeruleus; Nicholsina usta","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. Multiple operational classes occur in retained annotations: Acanthurus coeruleus; Nicholsina usta.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthurustractus11"
"Acanthurus-tractus_12.jpg","","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. No retained object annotation supplies an operational class for this image.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthurustractus12"
"Acanthurus-tractus_13.jpg","","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. No retained object annotation supplies an operational class for this image.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthurustractus13"
"Acanthurus-tractus_14.jpg","","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. No retained object annotation supplies an operational class for this image.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthurustractus14"
"Acanthurus-tractus_15.png","","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. No retained object annotation supplies an operational class for this image.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthurustractus15"
"Acanthurus-tractus_18.jpg","","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. No retained object annotation supplies an operational class for this image.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthurustractus18"
"Acanthurus-tractus_19.jpg","","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. No retained object annotation supplies an operational class for this image.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthurustractus19"
"Acanthurus-tractus_1.jpeg","","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. No retained object annotation supplies an operational class for this image.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthurustractus1"
"Acanthurus-tractus_21.jpeg","","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. No retained object annotation supplies an operational class for this image.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthurustractus21"
"Acanthurus-tractus_25.jpeg","","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. No retained object annotation supplies an operational class for this image.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthurustractus25"
"Acanthurus-tractus_29.jpeg","","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. No retained object annotation supplies an operational class for this image.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthurustractus29"
"Acanthurus-tractus_29.jpg","Bodianus rufus; Haemulon sciurus","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. Multiple operational classes occur in retained annotations: Bodianus rufus; Haemulon sciurus.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthurustractus29"
"Acanthurus-tractus_30.png","","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. No retained object annotation supplies an operational class for this image.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthurustractus30"
"Acanthurus-tractus_32.jpg","","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. No retained object annotation supplies an operational class for this image.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthurustractus32"
"Acanthurus-tractus_33.jpg","","train","","iNaturalist","AMBIGUOUS_MATCH","2 distinct valid URLs share the same normalized local key; no URL was selected. No retained object annotation supplies an operational class for this image.","iNaturalist","","","","","FALSE","","","","","4","","EXACT_LOCAL_KEY","acanthurustractus33"
